Taruna-151,3.64,3.71
Taruna-152,2.69,3.29
Taruna-153,2.77,3.36
Taruna-154,2.67,3.73
Taruna-155,3.76,3.36
Taruna-156,2.96,3.8
Taruna-157,3.83,3.12
Taruna-158,2.9,3.76
Taruna-159,3.75,3.96
Taruna-160,3.51,3.34
Taruna-161,2.86,3.2
Taruna-162,3.02,3.96
Taruna-163,3.65,3.32
Taruna-164,2.55,3.3
Taruna-165,3.54,3.35
Taruna-166,3.09,3.12
Taruna-167,3.56,3.18
Taruna-168,3.82,3.91
Taruna-169,3.32,3.93
Taruna-170,2.66,3.89
Taruna-171,3.84,3.7
Taruna-172,3.66,3.18
Taruna-173,3.81,3.85
Taruna-174,3.81,3.63
Taruna-175,2.78,3.55
Taruna-176,2.61,3.97
Taruna-177,2.87,3.15
Taruna-178,3.61,3.56
Taruna-179,2.56,3.95
Taruna-180,3.81,3.31
Taruna-181,3.48,3.32
Taruna-182,2.59,4.0
Taruna-183,3.89,3.47
Taruna-184,3.69,3.64
Taruna-185,3.51,3.46
Taruna-186,2.71,3.92
Taruna-187,3.84,3.7
Taruna-188,3.49,3.8
Taruna-189,3.46,3.13
Taruna-190,3.73,3.67
Taruna-191,3.19,3.81
Taruna-192,3.25,3.53
Taruna-193,3.27,3.65
Taruna-194,2.99,3.29
Taruna-195,3.33,3.22
Taruna-196,3.38,3.25
Taruna-197,2.84,3.92
Taruna-198,3.58,3.86
Taruna-199,3.2,3.6
Taruna-200,3.47,3.46
Taruna-201,2.72,3.65
Taruna-202,3.53,3.84
Taruna-203,2.96,3.35
Taruna-204,2.78,3.14
Taruna-205,3.83,3.22
Taruna-206,3.0,3.35
Taruna-207,3.72,3.97
Taruna-208,2.73,3.35
Taruna-209,2.87,3.28
Taruna-210,3.85,3.85
Taruna-211,3.13,3.88
Taruna-212,2.73,3.36
Taruna-213,2.91,3.87
Taruna-214,3.53,3.47
Taruna-215,3.08,3.56
Taruna-216,3.55,3.65
Taruna-217,2.95,3.74
Taruna-218,2.57,3.12
Taruna-219,2.93,3.4
Taruna-220,3.2,3.7
Taruna-221,2.94,3.13
Taruna-222,3.25,3.33
Taruna-223,3.07,3.79
Taruna-224,2.69,3.87
Taruna-225,3.19,3.6
Taruna-226,3.87,3.98
Taruna-227,3.82,3.99
Taruna-228,3.3,3.37
Taruna-229,2.9,3.11
Taruna-230,3.79,3.44
Taruna-231,3.29,3.85
Taruna-232,2.69,3.24
Taruna-233,3.55,3.24
Taruna-234,3.1,3.33
Taruna-235,3.77,3.84
Taruna-236,3.18,3.92
Taruna-237,2.86,3.27
Taruna-238,3.3,3.48
Taruna-239,3.28,3.77
Taruna-240,2.8,3.23
Taruna-241,2.53,3.96
Taruna-242,2.78,3.61
Taruna-243,3.07,3.76
Taruna-244,3.56,3.31
Taruna-245,3.38,3.85
Taruna-246,2.66,3.33
Taruna-247,3.23,3.98
Taruna-248,3.1,3.4
Taruna-249,2.85,3.87
Taruna-250,2.96,3.83
Taruna-251,3.83,3.54
Taruna-252,3.75,3.94
Taruna-253,2.74,3.95
Taruna-254,3.79,3.73
Taruna-255,2.8,3.74
Taruna-256,2.74,3.88
Taruna-257,3.64,3.91
Taruna-258,3.29,3.43
Taruna-259,3.23,3.34
Taruna-260,3.05,3.47
Taruna-261,2.59,3.6
Taruna-262,2.66,3.96
Taruna-263,3.73,3.92
Taruna-264,2.88,3.57
Taruna-265,2.73,3.5
Taruna-266,3.46,3.93
Taruna-267,3.72,3.3
Taruna-268,2.88,3.49
Taruna-269,2.85,3.16
Taruna-270,2.92,3.92
Taruna-271,3.26,3.95
Taruna-272,3.35,3.22
Taruna-273,2.72,3.25
Taruna-274,2.7,3.37
Taruna-275,3.46,3.83
Taruna-276,3.85,3.86
Taruna-277,2.83,3.58
Taruna-278,2.72,3.74
Taruna-279,2.69,3.28
Taruna-280,2.7,3.89
Taruna-281,2.69,4.0
Taruna-282,3.01,3.8
Taruna-283,3.8,3.42
Taruna-284,2.97,3.28
Taruna-285,3.04,3.92
Taruna-286,3.8,3.45
Taruna-287,2.7,3.89
Taruna-288,2.86,3.61
Taruna-289,3.18,3.88
Taruna-290,2.79,3.31
Taruna-291,2.91,3.59
Taruna-292,2.59,3.96
Taruna-293,2.97,3.97
Taruna-294,3.45,3.32
Taruna-295,2.79,3.79
Taruna-296,2.58,3.78
Taruna-297,3.36,3.98
Taruna-298,2.89,3.41
Taruna-299,2.57,3.48
Taruna-300,2.67,3.12
Taruna-301,2.77,4.0
Taruna-302,3.16,3.21
Taruna-303,3.42,3.89
Taruna-304,3.75,3.59
Taruna-305,3.06,3.59
Taruna-306,3.23,3.62
Taruna-307,2.8,3.57
Taruna-308,3.85,3.52
Taruna-309,2.86,3.9
Taruna-310,3.46,3.24
Taruna-311,3.2,3.69
Taruna-312,2.74,3.54
Taruna-313,3.14,3.71
Taruna-314,3.44,3.51
Taruna-315,2.82,3.21
Taruna-316,3.7,3.65
Taruna-317,3.55,3.19
Taruna-318,2.59,3.43
Taruna-319,2.53,3.66
Taruna-320,3.58,3.34
Taruna-321,3.26,3.92
Taruna-322,3.66,3.78
Taruna-323,3.89,3.62
Taruna-324,2.94,3.68
Taruna-325,3.28,3.5
Taruna-326,3.74,3.71
Taruna-327,3.02,3.82
Taruna-328,3.49,3.19
Taruna-329,2.58,3.46
Taruna-330,3.22,3.59
Taruna-331,3.52,3.49
Taruna-332,3.76,3.64
Taruna-333,3.56,3.78
Taruna-334,2.78,3.81
Taruna-335,3.61,3.39
Taruna-336,2.62,3.28
Taruna-337,3.84,3.91
Taruna-338,2.97,3.52
Taruna-339,3.53,3.62
Taruna-340,3.39,3.75
Taruna-341,2.82,3.36
Taruna-342,2.73,3.8
Taruna-343,3.37,3.66
Taruna-344,3.76,3.22
Taruna-345,3.08,3.13
Taruna-346,3.63,3.89
Taruna-347,2.82,3.74
Taruna-348,3.45,3.6
Taruna-349,2.69,3.75
Taruna-350,3.14,3.22
Taruna-351,3.74,3.96
Taruna-352,2.87,3.3
Taruna-353,3.85,3.65
Taruna-354,2.56,3.94
Taruna-355,2.65,3.25
Taruna-356,3.0,3.99
Taruna-357,3.42,3.35
Taruna-358,2.57,3.66
Taruna-359,2.86,3.18
Taruna-360,3.37,3.35
Taruna-361,3.84,3.18
Taruna-362,3.19,3.12
Taruna-363,3.25,3.12
Taruna-364,2.81,3.75
Taruna-365,3.05,3.92
Taruna-366,3.05,3.68
Taruna-367,2.86,3.61
Taruna-368,3.18,3.67
Taruna-369,3.63,3.97
Taruna-370,3.1,3.48
Taruna-371,3.69,3.11
Taruna-372,2.74,3.99
Taruna-373,3.8,3.66
Taruna-374,3.62,3.35
Taruna-375,3.65,3.28
Taruna-376,2.56,3.21
Taruna-377,3.85,3.22
Taruna-378,3.85,3.72
Taruna-379,2.76,3.18
Taruna-380,2.84,3.22
Taruna-381,2.83,3.92
Taruna-382,2.71,3.99
Taruna-383,3.43,3.96
Taruna-384,3.54,3.2
Taruna-385,2.84,3.68
Taruna-386,2.73,3.63
Taruna-387,2.53,3.47
Taruna-388,2.9,3.88
Taruna-389,3.47,3.13
Taruna-390,2.82,3.87
Taruna-391,2.94,3.93
Taruna-392,3.09,3.29
Taruna-393,3.26,3.29
Taruna-394,3.18,3.46
Taruna-395,3.68,3.84
Taruna-396,2.66,3.37
Taruna-397,3.62,3.22
Taruna-398,3.19,3.34
Taruna-399,3.71,3.5
Taruna-400,3.46,3.21
Taruna-401,2.91,3.55
Taruna-402,3.34,3.67
Taruna-403,3.73,3.82
Taruna-404,3.67,3.52
Taruna-405,3.8,3.96
Taruna-406,3.1,3.26
Taruna-407,3.82,3.74
Taruna-408,3.45,3.85
Taruna-409,3.89,3.77
Taruna-410,2.69,3.45
Taruna-411,2.52,3.57
Taruna-412,3.27,3.55
Taruna-413,3.08,3.52
Taruna-414,3.02,3.78
Taruna-415,3.27,3.42
Taruna-416,2.68,3.16
Taruna-417,2.84,3.1
Taruna-418,2.78,3.37
Taruna-419,3.86,3.16
Taruna-420,2.87,3.55
Taruna-421,2.69,3.76
Taruna-422,3.51,3.7
Taruna-423,2.82,3.31
Taruna-424,3.28,3.85
Taruna-425,2.82,3.77
Taruna-426,3.77,3.24
Taruna-427,3.56,3.23
Taruna-428,2.93,3.12
Taruna-429,3.56,3.66
Taruna-430,3.09,3.54
Taruna-431,3.5,3.21
Taruna-432,3.59,3.9
Taruna-433,3.08,3.26
Taruna-434,3.04,3.73
Taruna-435,2.89,3.93
Taruna-436,3.65,3.49
Taruna-437,3.29,3.66
Taruna-438,3.81,3.25
Taruna-439,3.38,3.2
Taruna-440,3.41,3.55
Taruna-441,3.23,3.94
Taruna-442,2.81,3.43
Taruna-443,3.46,3.8
Taruna-444,3.39,3.52
Taruna-445,2.72,3.1
Taruna-446,3.2,3.19
Taruna-447,2.86,3.46
Taruna-448,3.84,3.91
Taruna-449,2.58,3.81
Taruna-450,2.95,3.7
Taruna-451,3.09,3.95
Taruna-452,2.91,3.43
Taruna-453,3.78,3.21
Taruna-454,2.95,3.8
Taruna-455,2.93,3.17
Taruna-456,2.57,3.28
Taruna-457,3.72,3.16
Taruna-458,3.81,3.56
Taruna-459,2.66,3.15
Taruna-460,2.9,3.54
Taruna-461,3.83,3.6
Taruna-462,2.66,3.29
Taruna-463,3.06,3.29
Taruna-464,2.93,3.7
Taruna-465,3.82,3.25
Taruna-466,2.78,3.46
Taruna-467,2.86,3.43
Taruna-468,2.5,3.12
Taruna-469,3.24,3.85
Taruna-470,2.62,3.69
Taruna-471,3.65,3.26
Taruna-472,2.59,3.39
Taruna-473,3.1,3.96
Taruna-474,2.98,3.97
Taruna-475,3.22,3.96
Taruna-476,3.41,3.56
Taruna-477,3.7,3.85
Taruna-478,3.47,3.77
Taruna-479,3.35,3.13
Taruna-480,2.98,3.93
Taruna-481,3.61,3.66
Taruna-482,3.14,3.18
Taruna-483,3.7,3.5
Taruna-484,3.33,3.14
Taruna-485,2.75,3.75
Taruna-486,2.55,3.91
Taruna-487,3.82,3.93
Taruna-488,3.57,3.45
Taruna-489,3.16,3.84
Taruna-490,3.59,3.34
Taruna-491,3.77,3.57
Taruna-492,3.06,3.92
Taruna-493,2.61,3.12
Taruna-494,3.3,3.61
Taruna-495,3.45,3.83
Taruna-496,2.73,3.49
Taruna-497,2.79,3.92
Taruna-498,2.61,3.59
Taruna-499,3.76,3.67
Taruna-500,2.92,3.95
Taruna-501,3.79,3.41
Taruna-502,3.21,3.29
Taruna-503,2.61,3.27
Taruna-504,2.59,3.18
Taruna-505,3.14,3.8
Taruna-506,3.59,3.85
Taruna-507,3.34,3.76
Taruna-508,3.8,3.97
Taruna-509,2.91,3.5
Taruna-510,3.77,3.36
Taruna-511,2.53,3.5
Taruna-512,2.89,3.91
Taruna-513,2.79,3.24
Taruna-514,2.78,3.27
Taruna-515,3.12,3.84
Taruna-516,2.71,3.19
Taruna-517,3.22,3.96
Taruna-518,2.57,3.44
Taruna-519,3.69,3.24
Taruna-520,3.74,3.91
Taruna-521,3.11,3.76
Taruna-522,3.56,3.12
Taruna-523,2.89,3.82
Taruna-524,2.61,3.15
Taruna-525,3.27,3.69
Taruna-526,3.78,3.85
Taruna-527,2.63,3.49
Taruna-528,3.33,3.55
Taruna-529,3.15,3.59
Taruna-530,3.19,3.63
Taruna-531,3.73,3.2
Taruna-532,2.97,3.54
Taruna-533,3.42,3.97
Taruna-534,3.69,3.18
Taruna-535,2.6,3.36
Taruna-536,3.19,3.36
Taruna-537,3.37,3.2
Taruna-538,3.61,3.59
Taruna-539,2.75,3.39
Taruna-540,2.93,3.82
Taruna-541,3.0,3.42
Taruna-542,2.51,3.77
Taruna-543,2.89,3.88
Taruna-544,3.65,3.17
Taruna-545,3.51,3.28
Taruna-546,3.8,3.9
Taruna-547,2.98,3.24
Taruna-548,3.02,3.98
Taruna-549,2.82,3.49
Taruna-550,3.48,3.83
Taruna-551,3.86,3.85
Taruna-552,3.35,3.33
Taruna-553,3.44,3.34
Taruna-554,3.18,3.51
Taruna-555,2.83,3.19
Taruna-556,2.84,3.65
Taruna-557,2.6,3.9
Taruna-558,3.35,3.23
Taruna-559,3.87,3.14
Taruna-560,3.63,3.93
Taruna-561,2.78,3.51
Taruna-562,3.82,3.46
Taruna-563,3.21,3.8
Taruna-564,2.76,3.28
Taruna-565,2.65,3.55
Taruna-566,3.46,3.72
Taruna-567,3.87,3.33
Taruna-568,3.88,3.93
Taruna-569,3.25,3.88
Taruna-570,3.61,3.57
Taruna-571,2.92,3.14
Taruna-572,2.53,3.35
Taruna-573,2.86,3.34
Taruna-574,3.11,3.19
Taruna-575,3.66,3.15
Taruna-576,2.57,3.87
Taruna-577,2.63,3.23
Taruna-578,3.27,3.3
Taruna-579,3.45,3.27
Taruna-580,2.68,3.18
Taruna-581,3.34,3.1
Taruna-582,2.97,3.29
Taruna-583,2.85,3.25
Taruna-584,3.0,3.71
Taruna-585,3.31,3.61
Taruna-586,2.79,3.95
Taruna-587,3.07,3.46
Taruna-588,3.11,3.42
Taruna-589,3.58,3.24
Taruna-590,2.79,3.2
Taruna-591,2.76,3.53
Taruna-592,3.44,3.66
Taruna-593,3.37,3.67
Taruna-594,3.05,3.76
Taruna-595,2.91,3.35
Taruna-596,2.56,3.54
Taruna-597,3.6,3.3
Taruna-598,2.52,3.14
Taruna-599,3.47,3.85
Taruna-600,3.57,3.23
Taruna-601,3.87,3.57
Taruna-602,2.53,3.26
Taruna-603,3.64,3.17
Taruna-604,3.2,3.16
Taruna-605,2.82,3.43
Taruna-606,3.38,3.65
Taruna-607,2.79,3.14
Taruna-608,2.91,3.17
Taruna-609,2.58,3.26
Taruna-610,2.8,3.57
Taruna-611,3.65,3.22
Taruna-612,3.41,3.71
Taruna-613,2.99,3.36
Taruna-614,2.52,3.55
Taruna-615,2.84,3.98
Taruna-616,3.16,3.64
Taruna-617,2.53,3.36
Taruna-618,2.85,3.57
Taruna-619,3.21,3.18
Taruna-620,2.74,3.99
Taruna-621,3.18,3.33
Taruna-622,2.59,3.56
Taruna-623,2.59,3.74
Taruna-624,3.41,3.73
Taruna-625,2.65,3.19
Taruna-626,3.57,3.32
Taruna-627,3.16,3.12
Taruna-628,3.7,3.87
Taruna-629,3.08,3.97
Taruna-630,3.39,3.3
Taruna-631,3.18,3.98
Taruna-632,3.17,3.8
Taruna-633,3.5,3.32
Taruna-634,3.74,3.86
Taruna-635,3.89,3.71
Taruna-636,3.21,3.33
Taruna-637,2.7,3.27
Taruna-638,3.03,3.54
Taruna-639,3.69,3.74
Taruna-640,3.89,3.86
Taruna-641,3.66,3.23
Taruna-642,3.22,3.46
Taruna-643,3.28,3.56
Taruna-644,2.86,3.17
Taruna-645,3.71,3.1
Taruna-646,3.0,3.39
Taruna-647,3.18,3.48
Taruna-648,3.83,3.19
Taruna-649,2.85,3.3
Taruna-650,3.68,3.34
Taruna-651,3.75,3.19
Taruna-652,2.53,3.88
Taruna-653,3.71,3.65
Taruna-654,3.24,3.22
Taruna-655,3.29,3.63
Taruna-656,3.52,3.19
Taruna-657,3.76,3.62
Taruna-658,3.53,3.73
Taruna-659,2.86,3.34
Taruna-660,2.69,3.43
Taruna-661,2.63,3.12
Taruna-662,2.67,3.26
Taruna-663,3.65,3.91
Taruna-664,3.44,3.2
Taruna-665,2.62,3.5
Taruna-666,2.99,3.71
Taruna-667,3.55,3.77
Taruna-668,3.1,3.33
Taruna-669,2.83,3.8
Taruna-670,3.22,3.76
Taruna-671,3.76,3.19
Taruna-672,3.61,3.28
Taruna-673,2.91,3.84
Taruna-674,2.97,3.16
Taruna-675,2.65,3.92
Taruna-676,2.99,3.34
Taruna-677,3.7,3.49
Taruna-678,2.83,3.85
Taruna-679,2.86,3.87
Taruna-680,3.67,3.73
Taruna-681,3.1,3.77
Taruna-682,2.82,3.76
Taruna-683,3.48,3.12
Taruna-684,3.87,3.37
Taruna-685,3.68,3.52
Taruna-686,2.89,3.86
Taruna-687,2.67,3.7
Taruna-688,3.01,3.61
Taruna-689,3.18,3.36
Taruna-690,3.48,3.73
Taruna-691,2.59,3.65
Taruna-692,3.05,3.13
Taruna-693,3.2,3.36
Taruna-694,3.15,3.24
Taruna-695,2.71,3.45
Taruna-696,2.54,3.92
Taruna-697,3.48,3.79
Taruna-698,3.74,3.24
Taruna-699,3.78,3.41
Taruna-700,3.21,3.16
Taruna-701,3.57,3.5
Taruna-702,3.78,3.59
Taruna-703,2.55,3.62
Taruna-704,3.32,3.2
Taruna-705,3.08,3.14
Taruna-706,3.3,3.76
Taruna-707,3.78,3.18
Taruna-708,3.35,3.96
Taruna-709,2.73,3.96
Taruna-710,3.77,3.27
Taruna-711,2.65,3.43
Taruna-712,2.51,3.13
Taruna-713,2.99,3.36
Taruna-714,3.21,4.0
Taruna-715,3.03,3.39
Taruna-716,3.74,3.47
Taruna-717,2.55,3.43
Taruna-718,3.73,3.71
Taruna-719,2.65,3.16
Taruna-720,2.56,3.28
Taruna-721,2.66,3.35
Taruna-722,3.6,3.28
Taruna-723,3.78,3.37
Taruna-724,3.73,3.17
Taruna-725,2.85,3.7
Taruna-726,3.81,3.6
Taruna-727,2.82,3.87
Taruna-728,3.18,3.55
Taruna-729,3.45,3.4
Taruna-730,2.89,3.65
Taruna-731,3.15,3.64
Taruna-732,3.82,3.23
Taruna-733,3.1,3.56
Taruna-734,3.15,3.61
Taruna-735,3.38,3.59
Taruna-736,3.89,3.33
Taruna-737,2.84,3.94
Taruna-738,3.01,3.28
Taruna-739,3.1,3.66
Taruna-740,3.76,3.31
Taruna-741,3.8,3.97
Taruna-742,3.02,3.77
Taruna-743,3.16,3.58
Taruna-744,3.84,3.14
Taruna-745,2.59,3.51
Taruna-746,3.06,3.63
Taruna-747,3.17,3.85
Taruna-748,3.8,3.58
Taruna-749,2.73,3.42
Taruna-750,3.09,3.75
Taruna-751,2.75,3.83
Taruna-752,2.71,3.36
Taruna-753,3.07,3.48
Taruna-754,2.74,3.97
Taruna-755,3.06,3.92
Taruna-756,2.53,3.2
Taruna-757,3.86,3.39
Taruna-758,3.68,3.72
Taruna-759,2.52,3.98
Taruna-760,3.88,3.36
Taruna-761,3.39,3.94
Taruna-762,3.04,3.35
Taruna-763,2.53,3.41
Taruna-764,3.32,3.5
Taruna-765,2.51,3.34
Taruna-766,3.45,3.44
Taruna-767,3.36,3.76
Taruna-768,3.41,3.6
Taruna-769,2.82,3.5
Taruna-770,2.55,3.73
Taruna-771,2.53,3.25
Taruna-772,3.84,3.98
Taruna-773,3.55,3.48
Taruna-774,2.68,3.83
Taruna-775,3.65,3.19
Taruna-776,3.27,3.57
Taruna-777,2.56,3.51
Taruna-778,3.51,3.37
Taruna-779,3.08,3.78
Taruna-780,3.44,3.35
Taruna-781,3.44,3.41
Taruna-782,3.8,3.94
Taruna-783,2.74,3.6
Taruna-784,3.08,3.29
Taruna-785,3.46,3.86
Taruna-786,3.8,3.92
Taruna-787,2.82,3.72
Taruna-788,3.1,3.43
Taruna-789,2.67,3.18
Taruna-790,3.74,3.11
Taruna-791,2.74,3.56
Taruna-792,3.22,3.22
Taruna-793,3.21,3.74
Taruna-794,3.23,3.66
Taruna-795,3.24,3.89
Taruna-796,2.63,3.82
Taruna-797,3.1,3.73
Taruna-798,2.65,3.48
Taruna-799,3.85,3.27
Taruna-800,3.76,3.72
Taruna-801,2.55,3.88
Taruna-802,3.31,3.36
Taruna-803,2.78,3.93
Taruna-804,3.68,3.41
Taruna-805,2.74,3.79
Taruna-806,3.27,3.95
Taruna-807,3.7,3.22
Taruna-808,2.75,3.92
Taruna-809,3.08,3.59
Taruna-810,3.01,3.19
Taruna-811,3.22,3.89
Taruna-812,3.84,3.41
Taruna-813,3.88,3.6
Taruna-814,2.54,3.91
Taruna-815,2.64,3.3
Taruna-816,3.66,3.54
Taruna-817,3.86,3.48
Taruna-818,2.83,3.28
Taruna-819,3.6,3.63
Taruna-820,2.57,3.62
Taruna-821,3.85,3.33
Taruna-822,3.41,3.18
Taruna-823,3.7,3.16
Taruna-824,3.64,3.12
Taruna-825,3.06,3.78
Taruna-826,3.86,3.79
Taruna-827,3.05,3.59
Taruna-828,2.98,3.36
Taruna-829,2.59,3.46
Taruna-830,2.56,3.16
Taruna-831,3.51,3.94
Taruna-832,2.75,3.22
Taruna-833,3.32,3.38
Taruna-834,3.02,3.74
Taruna-835,2.85,3.61
Taruna-836,3.5,3.44
Taruna-837,2.73,3.53
Taruna-838,3.3,3.91
Taruna-839,3.13,3.85
Taruna-840,2.55,3.85
Taruna-841,2.73,3.43
Taruna-842,3.51,3.15
Taruna-843,2.96,3.9
Taruna-844,2.98,3.72
Taruna-845,3.66,3.93
Taruna-846,3.11,3.15
Taruna-847,3.53,3.83
Taruna-848,3.48,3.83
Taruna-849,3.68,3.69
Taruna-850,3.43,3.33
Taruna-851,3.17,3.57
Taruna-852,3.39,3.92
Taruna-853,3.65,3.5
Taruna-854,3.17,3.13
Taruna-855,3.07,3.77
Taruna-856,2.6,3.55
Taruna-857,2.59,3.63
Taruna-858,3.04,3.42
Taruna-859,3.87,3.14
Taruna-860,3.58,4.0
Taruna-861,3.08,3.55
Taruna-862,2.77,3.97
Taruna-863,3.03,3.45
Taruna-864,3.8,3.32
Taruna-865,3.08,3.65
Taruna-866,3.1,3.56
Taruna-867,2.57,3.91
Taruna-868,3.61,3.11
Taruna-869,3.7,3.17
Taruna-870,3.85,3.29
Taruna-871,3.21,3.9
Taruna-872,3.82,3.75
Taruna-873,3.87,3.43
Taruna-874,2.78,3.94
Taruna-875,2.9,3.14
Taruna-876,2.85,3.25
Taruna-877,2.72,3.62
Taruna-878,3.06,3.55
Taruna-879,2.57,3.42
Taruna-880,3.46,3.98
Taruna-881,3.46,3.52
Taruna-882,2.88,3.35
Taruna-883,3.57,3.94
Taruna-884,2.52,3.29
Taruna-885,3.68,3.31
Taruna-886,2.83,3.11
Taruna-887,3.15,3.32
Taruna-888,3.07,3.81
Taruna-889,2.88,3.4
Taruna-890,3.27,3.46
Taruna-891,2.83,3.76
Taruna-892,3.8,3.11
Taruna-893,2.62,3.55
Taruna-894,2.96,3.74
Taruna-895,3.13,3.68
Taruna-896,3.11,3.98
Taruna-897,3.16,3.7
Taruna-898,3.78,3.13
Taruna-899,3.46,3.33
Taruna-900,3.89,3.77
Taruna-901,2.81,3.67
Taruna-902,3.36,3.11
Taruna-903,2.56,3.17
Taruna-904,2.59,3.78
Taruna-905,2.93,3.83
Taruna-906,2.73,3.4
Taruna-907,3.55,3.96
Taruna-908,2.64,3.57
Taruna-909,3.01,3.79
Taruna-910,2.92,3.38
Taruna-911,2.98,3.8
Taruna-912,3.64,3.97
Taruna-913,3.55,3.79
Taruna-914,3.81,3.98
Taruna-915,2.62,3.24
Taruna-916,2.66,3.74
Taruna-917,2.68,3.35
Taruna-918,3.47,3.82
Taruna-919,3.44,3.24
Taruna-920,3.5,3.42
Taruna-921,3.2,3.76
Taruna-922,3.5,3.22
Taruna-923,2.52,3.84
Taruna-924,2.64,3.26
Taruna-925,2.58,3.56
Taruna-926,2.53,3.69
Taruna-927,3.26,3.89
Taruna-928,3.08,3.18
Taruna-929,3.89,3.61
Taruna-930,3.28,3.81
Taruna-931,3.14,3.33
Taruna-932,3.66,3.52
