nama,1,2,3,4
Taruna-27,2.3993475643167193,3.7240853019786266,3.4616419299614596,3.888897165388607
Taruna-28,3.0284688768272234,3.689098797070141,3.9625941809944933,3.283468794597116
Taruna-29,3.184829137724085,2.6382009464865113,2.5130601248884954,3.342958297334414
Taruna-30,2.0929008254399957,3.6578309483013545,3.3083492029481487,3.26456430727528
Taruna-31,3.2150897038028767,2.0740152694309852,2.3961952655194803,2.397984277918874
Taruna-32,2.341048247374583,3.192539756964106,3.13066050914322,2.83666772820456
Taruna-33,2.130103185970559,2.460017674575406,2.927864973376672,3.5018795967266367
Taruna-34,3.8977710745066663,2.2411337715545576,3.944010659263074,2.2027457951063183
Taruna-35,3.9312640661491187,2.1539064032584183,3.217054545392933,2.5557055521794245
Taruna-36,3.6167946962329225,3.3925775517562795,2.6990127441736376,2.5526382169317072
Taruna-37,2.609227538346741,2.6797499275361325,2.2281915697758667,2.8640378551890118
Taruna-38,2.1953442280127677,3.449533543057523,2.302493657469869,3.96073748188437
Taruna-39,3.3684660530243136,2.1307126815978847,2.45063385990247,2.135005093367644
Taruna-40,2.8803049874792026,2.6305806756612204,2.501933322680596,3.0374019887611903
Taruna-41,2.2440764696895577,3.0789825847506744,3.7012321156822754,2.3587293640244207
Taruna-42,2.9903538202225404,3.5814463296779273,3.12244557656505,3.9413530908194883
Taruna-43,2.068777042230437,2.63750500586414,3.046781822748733,2.2266070094549284
Taruna-44,3.818640804157564,3.251782752874018,2.229537743738435,2.8072020047231825
Taruna-45,2.517559963200034,3.7719554964723745,3.72027938669887,3.475769969669212
Taruna-46,3.325044568707964,3.231726376364609,3.4456286064169674,3.409108856054891
Taruna-47,2.623422152178822,2.4659189495072678,2.135336723800003,2.8454572737878645
Taruna-48,3.0401360423556216,2.0488015631130763,3.4156701944595373,2.6930483359054365
Taruna-49,3.0934205586865593,3.7401977478018598,3.087076434685292,2.795224757105741
Taruna-50,2.3697089110510543,2.0425388217007745,2.1634506914935567,2.5285525263172786
Taruna-51,3.939169255529117,3.749403345368399,2.9166012830573127,2.4106658774135994
Taruna-52,3.550265646722229,3.057874268054424,2.9693925742600937,2.96607939511778
Taruna-53,3.8789978831283785,3.878135397025792,2.3315490803265515,2.5370675121352146
Taruna-54,3.789654700855298,3.5975664715473306,3.8913962940005646,2.5749233297945002
Taruna-55,3.19579995762217,3.995868221066675,3.699950742961324,3.313512126949114
Taruna-56,3.8437484700462337,2.7014236309034203,3.3380446746582164,3.9370746633997844
Taruna-57,2.176985004103839,3.534376577862254,2.9245911220012144,3.20727440111875
Taruna-58,2.3919657248382906,2.8038618272184843,2.823531083169017,2.153958934129933
Taruna-59,2.090454577821076,2.959751240607818,3.3019469343019083,2.151167227708134
Taruna-60,2.650660661526529,3.25501092643674,3.0908637388138107,3.902846441691132
Taruna-61,2.7773545793789642,3.7473542283726777,2.1245462117637715,2.5945815806146673
Taruna-62,2.5426980635477916,3.96816693839859,3.0250052975406634,2.184133972164951
Taruna-63,3.6574750183038587,3.5365468277290364,3.612807234465679,3.198089174300763
Taruna-64,2.713506653387179,2.8355335643346677,2.918479755193916,3.2472975565805324
Taruna-65,2.5618690193747615,2.84271400455414,2.103913155108537,3.297009640237376
Taruna-66,3.085392166316497,3.4751646031777828,3.572556398768066,2.5348040557150826
Taruna-67,2.2818484499495253,2.4775542915366047,2.402727564271949,2.03022136842895
Taruna-68,3.6043939615080793,2.2209482262627893,2.5172416697760776,3.9300307389089437
Taruna-69,2.1491012873595414,2.709244315281553,2.329412706864592,2.501786091382205
Taruna-70,3.9737738732010346,2.5744779833081637,2.660430129742995,3.3520525761050948
Taruna-71,3.544489538593315,2.59261624091198,3.51350301137727,3.413259739757419
Taruna-72,2.397431363068345,2.46721550209982,3.0387717190078747,3.220014834158971
Taruna-73,2.011044234247205,2.0841863792727238,2.4097625483014253,2.6258147884272964
Taruna-74,3.6309228569096685,2.0357478694668276,3.7556601563040815,2.5421925075281315
Taruna-75,3.4137146876952342,3.9754447794720633,3.759163709903058,3.1953365654054062
Taruna-76,3.4580143360819746,2.8555462674717247,3.741156850092014,3.7321912672233832
Taruna-77,3.5425406933718913,2.768653294319363,2.4775924227630783,3.893467457846791
Taruna-78,2.148089303468181,3.35929456538614,2.902478688361976,2.2118116088075155
Taruna-79,2.7169314570885454,2.4365077757301283,3.96997931228175,2.3096572251954397
Taruna-80,2.2317381190502594,3.8999223679004507,3.5440249526199805,3.8894725175661593
Taruna-81,3.7262068517511873,3.5726900288311043,2.0543348424511194,3.473070456669585
Taruna-82,3.246596253655116,2.178822004624519,2.1304091825209843,3.765987649659546
Taruna-83,2.6617960497052984,2.8351615515698567,2.9278627536246655,2.4052652682706865
Taruna-84,2.1271167005720475,3.7582366151243294,3.8184404117231203,3.1751717422188035
Taruna-85,2.6219646434313244,3.8894640445828204,3.0774035959054284,3.4022791888349473
Taruna-86,2.650366644053494,2.9348030224997395,2.9956250160685807,3.3602237708939455
Taruna-87,3.459212356676128,3.2268227784214156,2.210947399913261,2.8163033817333964
Taruna-88,3.2751149427104265,2.3340678921841507,3.313560209448588,2.030789783382617
Taruna-89,3.774425485152653,3.982337252273953,3.6442063212004507,3.1658521136085263
Taruna-90,2.944429850323899,2.4633434027668866,2.7608400150151247,2.5062030783592175
Taruna-91,2.2391884918766034,3.885463548270251,3.551223701850655,2.9005084922857804
Taruna-92,3.42648957444599,3.299293297984737,3.928953307801623,3.9151620301676346
Taruna-93,3.521570097233795,3.2154735897577185,2.407532918255378,2.798070635284869
Taruna-94,3.1225543951389927,3.025377022033017,3.0466592623894826,3.6796032133288534
Taruna-95,3.541934359909122,2.461339623435517,2.5742759161691513,2.3770812114985023
Taruna-96,2.9875911927287815,2.3530560640110165,3.5857088380676787,3.3449209960500577
Taruna-97,3.0454656587639883,2.4409724181403507,3.1551867317623152,3.954013908877887
Taruna-98,2.855082036717099,2.3728765242885093,3.2691648351006073,2.2037862017458734
Taruna-99,2.05083825348819,3.5591689471335064,3.595828319231788,2.016639884454384
Taruna-100,2.215782853986609,2.70025051833346,2.7919409453249098,2.8671655852652287
Taruna-101,2.0628583713734683,2.1156853531267927,3.8301801368140866,2.1852509661027346
Taruna-102,3.272820822527561,3.938205260281623,3.06605773449228,3.4967686993524625
Taruna-103,2.6287119621526536,3.7675717699268514,2.315909645670696,3.829097327697118
Taruna-104,3.0171413823294055,3.855504566390426,3.391798236337605,2.8680419454175174
Taruna-105,3.8151329478521863,3.989815645292871,3.586522700876509,2.517423284310882
Taruna-106,2.49858445829775,2.3477904984389744,2.633523354135053,2.8688066380132193
Taruna-107,2.8207658460712595,2.7924840378053175,3.7143585139975057,3.446895635700002
Taruna-108,3.5111022770860973,3.5164769514081824,3.812286509531533,2.018108323160742
Taruna-109,2.457596330983245,3.3920412361075845,2.5538089747556176,3.178907978969394
Taruna-110,2.1539598196575858,2.30779181267971,3.9670429454304443,3.226583369774758
Taruna-111,2.5795029058275363,3.6316662499812358,2.281423056097517,3.275376493791871
Taruna-112,2.322442574508009,2.4488811436733213,2.40403133680498,2.4840441599617544
Taruna-113,3.859395304685146,2.447635229645246,2.3684496784760523,3.4281054467562537
Taruna-114,3.616240759128834,3.073948845786827,3.787979420015741,2.182782972663553
Taruna-115,3.266807513020847,3.185879869683406,3.3085851046499237,2.398540672933602
Taruna-116,3.7429211803754354,3.160172415675622,2.3042085664445455,3.7549400933089636
Taruna-117,3.6073441537982287,2.1829736747955097,2.880646836736698,3.4774463014531327
Taruna-118,2.3731401177720715,3.7549217252607607,3.230596050139604,2.0274911080226907
Taruna-119,3.7851179969799555,2.531200085177412,2.1669281699787666,2.4967525207396006
Taruna-120,3.078684483831301,2.2590298425656083,3.7648327368146774,2.428812965986329
Taruna-121,3.6148803103281253,3.7774961597379546,3.6072070708830704,2.541612656073945
Taruna-122,3.7921825998469867,3.911302996459507,3.0104135471532762,2.495119540559773
Taruna-123,2.6360069499437278,3.7242552345309012,3.934253230518341,2.1250525914856917
Taruna-124,2.2201038490553535,3.6190321494497564,2.835521958550199,2.9178810331936407
Taruna-125,2.4558703250838834,3.3104839612780435,3.968220638072996,3.4654669495723303
Taruna-126,2.8542155772525124,3.1017147412182786,3.335839997607254,3.213463449434873
Taruna-127,3.6360295318449865,2.1739735198228205,3.269342546507883,3.3457433371961596
Taruna-128,3.721461166512687,2.816906426141397,2.33190979059157,2.162298357072478
Taruna-129,2.0139042610623816,2.745377034024628,3.763855516609288,3.9029814203535746
Taruna-130,3.0214946051551315,2.5195075675206526,2.8549793758412303,3.6769836676860495
Taruna-131,2.834822006297558,3.44684022737717,2.3244668115649585,3.610180636991325
Taruna-132,2.4442156209414607,2.9917514701575416,2.025215039951518,3.645967610083535
Taruna-133,2.239730734667366,2.162092431815296,3.119511367276765,3.8654210162655227
Taruna-134,2.675230342807256,2.4403664038996227,3.054799244245353,3.0885079322273956
Taruna-135,3.8858194078250383,3.366517527319192,3.438707244738317,2.400564035735252
Taruna-136,2.6464058640415105,2.1522617189806006,3.7805161060356043,3.233567215705082
Taruna-137,3.0375812434867324,3.702413828097537,2.1588131692860593,3.485762987335878
Taruna-138,3.4060379177903557,2.9902930540279486,3.462992980680725,3.4758347867080506
Taruna-139,2.727259204758588,2.961173154653296,2.3748238881951647,3.04289804833376
Taruna-140,3.9435641654419213,3.184815569319035,3.716354106314328,2.1369174386671563
Taruna-141,3.9248945898842225,3.649361931850298,3.6381270277233124,2.742225876860256
Taruna-142,2.5035645916507283,2.695618415804386,3.0815875099710888,3.841533216926715
Taruna-143,2.994497011784771,3.356032305118127,3.420485597246623,3.168897819514852
Taruna-144,2.601756619633539,3.1314639279915824,2.6287002263674966,3.076663886511427
Taruna-145,2.5696809887549352,2.5340565403388426,2.9423357978656295,2.537707028764387
Taruna-146,2.0737738947090656,3.757259972710316,3.643273795420943,2.7368978398331576
Taruna-147,3.2191286679597937,3.594852043213856,2.918530394346428,3.7906921783063385
Taruna-148,3.005358046457723,3.3169036693168508,2.715596530650884,3.332926095053671
Taruna-149,2.1029575024999785,3.701163458188484,2.9884248945006,3.5747740535046657
Taruna-150,2.557292928473223,3.7345884019196047,3.6564985048744365,2.9086908461353103
Taruna-151,3.8165317719333074,3.4167259534300696,2.6704160947417455,3.260494438912316
Taruna-152,2.4791237813339446,3.674026656727344,2.347523186271488,2.496767217486415
Taruna-153,2.289789744182446,3.3949429233385673,3.4240280406615615,3.4109216605669728
Taruna-154,2.9789055205551263,3.3602815435206006,3.651956425416164,2.8552026674066746
Taruna-155,3.9713009082212016,3.2372227564303686,2.2012749570470667,2.885091029629491
Taruna-156,2.484110543023001,3.5054332791152825,2.4797482255118894,3.298644649153763
Taruna-157,3.344271094811757,2.3172102105861474,2.283943979521988,3.872561242937853
Taruna-158,3.523239230657435,3.761741518397857,2.6958828231643333,2.128012693217242
Taruna-159,2.4752750879847993,3.743687055490464,2.900701957810825,3.649486474694015
Taruna-160,3.456432697223719,2.0584945660691183,3.4976526739266127,2.5847662208243865
Taruna-161,2.7355662654385062,3.6516335011295253,3.3022951697633482,2.8878389090127556
Taruna-162,3.2646116611871587,2.2577397349468904,3.241857134956862,2.043826657550018
Taruna-163,3.2670594215217896,2.670237708518284,2.704749893219309,2.6020921556686263
Taruna-164,3.071549368149517,3.4870165125832155,3.6828951061695197,3.005262485260261
Taruna-165,2.1805795401088166,2.321519792096616,2.942574334796329,2.112352154694878
Taruna-166,3.670604991178476,3.6359340482381244,3.958209876030309,2.98219145876633
Taruna-167,2.6415601299434717,3.6642683559154836,3.2682842765914737,3.854221257716855
Taruna-168,2.3730370207997087,3.0149354675216724,2.2525294831290052,2.2107864362156104
Taruna-169,2.081550283109528,2.0127717434336674,3.352355124150868,3.5288814561510087
Taruna-170,3.181785886376484,2.5740762663498256,2.650208030863398,2.8193421067519853
Taruna-171,3.355128723684565,3.2338538367514844,3.372654393372195,3.310347429048676
Taruna-172,2.033175657855712,3.962372356054847,2.1392822963248115,2.5204731959704585
Taruna-173,3.024186116598562,3.2636270540333365,2.349762874351919,2.3189845250827164
Taruna-174,2.452991550395876,2.5196071621283194,3.7114745178115727,2.320925228542453
Taruna-175,3.2903455808189,3.2680114061992227,2.4543591140470298,2.1409838912862895
Taruna-176,2.348732858009983,3.0799707594317107,3.6740822504858803,2.371293409802486
Taruna-177,3.381875476204932,3.5596907903022874,2.5585521769088206,3.3284387699779368
Taruna-178,2.773470692601075,2.213961277653917,3.285763820117415,3.7633812236870163
Taruna-179,3.873459977473469,3.5220558050040562,3.388301147019662,3.6282513711823237
Taruna-180,2.2750418882919865,3.0825331573522208,3.025309506290106,3.370268619748968
Taruna-181,2.682132702100517,3.9259840077179895,2.6106213533934626,2.2208637268222056
Taruna-182,2.226947042481178,2.683744332077372,2.4252887527421922,2.5783748925918997
Taruna-183,3.8493872365571256,3.265243786267896,2.0663787091248524,2.619613750644938
Taruna-184,3.754678706761962,3.864056211020035,2.6078928024814476,2.4999138927952425
Taruna-185,2.515883255430311,2.2050194559813585,3.3063255810625662,3.0300113194194465
Taruna-186,3.319968092068358,3.8744569744729023,3.8766096368969656,3.071107629759345
Taruna-187,3.6344444004024314,3.375771444601627,3.742408964526104,2.7137719503422204
Taruna-188,3.110401623198925,2.1356741182103436,3.532129553070605,2.707578317472872
Taruna-189,3.0593011567120127,2.6019271338936325,3.5768946865065976,3.6571111958121625
Taruna-190,2.4837045818009034,3.416344177290563,3.3299698069519907,3.5785856966393714
Taruna-191,2.1862055356117986,2.1347012029375434,2.520573715132006,2.6155916633614913
Taruna-192,3.7944315159066537,3.1643409203525463,3.8143900614116597,3.8275768877465186
Taruna-193,3.800836114326661,2.6917661139059135,3.3414646238116683,3.905630034005012
Taruna-194,3.266202914546536,3.241831035534954,3.12088126196088,2.6534850840600814
Taruna-195,2.6780595820974016,2.091484067625026,2.221978938426962,2.7088498975861097
Taruna-196,2.698419149225322,3.7430736123047526,2.894111087612851,3.0112683068439177
Taruna-197,3.451911357740479,3.946977938354794,2.9207165424038526,3.882241625067347
Taruna-198,3.794220519905154,3.937755710571383,3.72912721904534,3.752638866284623
Taruna-199,3.7741728485302346,3.4993036634858496,3.093296440375577,2.2051359251671796
Taruna-200,3.5597510917152477,2.260172480261264,2.7608010979408193,2.7854614865428324
Taruna-201,3.2840632923085753,3.5165263918580454,3.953600657021319,3.1067423794995435
Taruna-202,2.1682799299900974,2.049173832917603,2.2214411866526316,3.00626494510308
Taruna-203,2.3232574281892275,2.0442471030579945,2.845096856623889,2.3877261358737853
Taruna-204,3.7971083770541583,2.6472204382990823,2.0840493503428106,3.7176335423363094
Taruna-205,3.21285811931918,2.9772863808093315,3.4798082415338607,3.3538815659936745
Taruna-206,2.018394103233259,3.5408148356155866,3.836153104398301,3.675816749703607
Taruna-207,2.2029430857320644,3.3665907532130106,2.560074659100979,3.7175285586989446
Taruna-208,3.3270035382161116,2.891805412753497,3.716683353598242,3.4967117073314795
Taruna-209,2.0101231676924374,2.547253332563332,2.5844364609237953,2.8784212024994345
Taruna-210,2.321616102834997,3.9942490003154223,3.8215403232878304,3.2210935100308493
Taruna-211,3.0974675787331725,2.8523626044719457,3.507923807193568,2.3207308122394865
Taruna-212,3.3837903953853865,2.902774048659351,3.6098135536828773,3.347290834949815
Taruna-213,3.303922519005201,2.3272476423833384,2.036013111200909,2.3585065114785615
Taruna-214,2.44853861892112,3.5896190974998587,3.925620714148052,3.3878991810203134
Taruna-215,3.4243584426950715,3.387364451562977,3.4533419841406463,2.459196321507937
Taruna-216,2.4744981749936,2.441539225577521,2.6095021907722664,2.23510260030044
Taruna-217,2.6507993963185355,2.1647620912316854,3.6587893297176937,2.330568980285915
Taruna-218,3.4929828102360485,3.360998604149426,2.56304239682986,2.0039842704381403
Taruna-219,3.2992657980944293,3.3090224285622707,3.745507679132256,3.4374792357070607
Taruna-220,3.698446820988356,2.546519053996419,2.225160780823874,3.464802098116758
Taruna-221,3.3152257846006865,3.9017271245008205,3.4073719549215915,3.0298666998265187
Taruna-222,3.1366172066709432,2.3021157835618005,3.0813969532898207,2.3227256021107676
Taruna-223,2.187349535656185,2.864669602085204,2.193068940390882,2.1671086750213795
Taruna-224,2.7354316061188673,3.8872318403351978,2.483787656517678,2.038257932874574
Taruna-225,2.530404735363451,2.8394546338522444,2.0248080725546296,2.3314963539304414
Taruna-226,2.487979286758167,3.277051895328171,2.9375359309290117,3.7817110699662937
Taruna-227,3.9460211095048914,2.7951887959255886,2.6025305215200008,2.4830736834033633
Taruna-228,2.786195449333521,2.5484304046973403,3.1967149685955176,2.7085426544344315
Taruna-229,3.7840931103542266,3.9679552959196567,2.5944756154172346,2.210690968962666
Taruna-230,3.262277251994526,2.818668012630086,2.599838223013969,2.4447226094963406
Taruna-231,3.589622607083297,3.788198407358269,3.4863863974632068,3.0384491415604105
Taruna-232,3.005274186210384,2.4599092117821724,2.096285671956707,3.215505366191305
Taruna-233,3.153807769252718,2.4262094080501666,3.8057899903839747,2.490704628332422
Taruna-234,2.985035387637728,2.062268165769023,3.704527748782363,2.1154643184502344
Taruna-235,2.390485975596089,3.30333365075177,3.335609366452813,2.782065738254797
Taruna-236,3.4449042305230106,2.7370526874475223,3.1864431402147684,2.468406741852668
Taruna-237,2.5615447248817116,3.7287164996792743,3.7846049962793042,2.4391078464596037
Taruna-238,2.0486319328629077,2.9464198133831143,2.370660359057429,3.9197256054269105
Taruna-239,3.290944591814336,3.9363868558294435,2.1579383243816572,3.232600971851448
Taruna-240,2.354221358814098,2.3710510314062425,2.479020339819076,3.113756886344192
Taruna-241,3.8809171687058286,3.7372463359112214,3.5891565574003805,2.831550207046644
Taruna-242,3.9078571540051747,3.5531937055834835,2.0693405334529666,2.8578886668602888
Taruna-243,3.829728780440897,3.541843689288104,3.1656136701669793,3.081810007676162
Taruna-244,2.7403174005108886,3.6895664562337753,3.99087503238262,3.3928596140722145
Taruna-245,2.030913233057735,3.522047981885998,3.711392187675079,3.404292192363659
Taruna-246,3.8566371251754505,3.2524406432628306,3.042891378087179,2.343387815410899
Taruna-247,2.8563682966346287,2.262489755364775,2.1272818185732847,3.0002255041532537
Taruna-248,3.933309638087339,2.065052358982504,3.6627470287714194,2.823916190068204
Taruna-249,3.9272399541785057,3.8416956956313735,3.197957016354421,3.7410539325387684
Taruna-250,3.70601891093472,3.233300629041476,2.229865994119134,3.2628378424367526
Taruna-251,2.5888977841391716,3.5930745819523526,2.1877145696467126,3.065008132831964
Taruna-252,2.7701954572038505,2.9630447030251004,3.819253638873185,2.2307892843578347
Taruna-253,3.702273343033714,2.234616377924789,3.338400525876157,3.211275778646823
Taruna-254,2.633844010312555,2.2503715844051007,3.6585735986335113,2.234407811360467
Taruna-255,2.338985493372185,3.3711305744579425,3.757957800564535,2.674413151131504
Taruna-256,3.1136025249167005,2.8606117897989254,3.1435447040966444,2.2856839296286635
Taruna-257,3.872309548321562,2.4010494534006734,3.0348927035100823,3.384147294048738
Taruna-258,3.392059593349946,2.9831890934828738,2.8608548206419804,2.412504227672305
Taruna-259,3.14012234017873,2.1284178741502684,2.6338931755822386,2.783718746376052
Taruna-260,2.194352987541537,3.163942803828798,2.8691919217174235,3.7913495552375576
Taruna-261,3.2300144533983395,2.5379868088701953,3.5477593114603128,2.4086327667979406
Taruna-262,3.9801077002085266,3.595118201274376,3.203846862030263,3.015610127917558
Taruna-263,2.280168030473048,2.6207239178471475,3.785046579909692,2.838543322332044
Taruna-264,3.0366593047274737,2.9104402981636026,2.8867600287583755,2.0362480820914595
Taruna-265,3.754746143855911,2.0232410798162013,3.214179157437508,3.5855162271456256
Taruna-266,3.4815372355084087,2.144893775589118,3.2626151061839774,2.1380918126291997
Taruna-267,3.394031481990536,2.7849871128133694,3.1833943246126513,2.948510041953907
Taruna-268,3.4049681679742188,2.9598776694342472,3.4052675461710327,3.1213565898779
Taruna-269,2.7189823024395103,3.2000410962386074,2.4748669367496126,3.2568529132291744
Taruna-270,2.5871836885289867,2.5833251574186065,3.024727555091581,3.377263258615751
Taruna-271,3.6187223109570272,3.3899637722530853,2.2084496056166953,2.50654476704543
Taruna-272,3.6202267893583615,3.7202447943784094,2.769022655289625,2.0199575533168987
Taruna-273,3.7341446371602074,3.5597019777866996,2.9753341372425286,3.4468873247098237
Taruna-274,3.8264811051129426,2.0792376506967143,3.304448519090945,3.071313198695157
Taruna-275,3.0226847977218756,2.961013894515658,3.9010621051724073,3.6722354064144973
Taruna-276,3.003032589374399,2.2098603568363497,3.2013021330967115,3.6427767258013883
Taruna-277,3.5965903579335503,2.4840900317250547,3.4871878323531194,3.6866523355757663
Taruna-278,3.2999278615555303,3.973325186534293,3.0125321189904053,2.97018931995908
Taruna-279,3.403933754515407,2.2849910858030267,3.2682080627526626,2.667256791673731
Taruna-280,3.591585338872202,2.997776306902712,2.141864432267547,3.58311640518274
Taruna-281,3.7800106836351324,3.236311468636238,2.508783161683694,2.90258822605851
Taruna-282,2.6759903137030716,3.404929941088208,2.7237061864102774,2.366884392806869
Taruna-283,2.751165905279888,3.119297366973828,2.944986710013027,3.7099480391229487
Taruna-284,2.187963879681738,2.0195416948383675,2.0912974910047675,3.7651197535446945
Taruna-285,3.156560281992348,2.6529226164879836,2.2800481951066356,2.9326195122803402
Taruna-286,2.071884547593484,3.035423286769423,2.5536286155826113,2.151399454619575
Taruna-287,2.9311960362649203,2.175732998289667,3.9430653818021013,2.7756521798338625
Taruna-288,3.0852892694151532,2.7012538624183615,2.6626940142061013,3.6070753189252067
Taruna-289,2.573082504256569,2.066406217582733,2.964082116224165,3.803548057092457
Taruna-290,3.1816665211380215,2.1571569943100415,2.392195425476786,2.406945484995192
Taruna-291,2.061000499878099,2.793846552403192,3.2215601421515365,2.133947224050543
Taruna-292,2.074696377498429,2.2654315080861207,2.5613664310319484,3.7547009062656773
Taruna-293,3.6452011213193165,3.135081696523116,2.4139851568768536,2.778809877957751
Taruna-294,2.720381282822526,3.3789299382745313,3.033145256891958,3.0835219285351263
Taruna-295,2.2541210253037693,3.6011733982181657,2.0110115983208416,3.9361316241015176
Taruna-296,3.0444865201096087,2.40030048848962,2.0153280652984504,2.1331294558284455
Taruna-297,3.5399871061972217,2.3349651645181395,2.4381376182037156,3.296636014904191
Taruna-298,2.431642054993686,2.2091356806688003,2.0734427250016423,2.148210845149734
Taruna-299,3.2457809516380003,3.2728604990872734,2.2160515082613825,2.7509378569330005
Taruna-300,2.170694929987536,3.412951452973802,2.677721298677503,3.6076290903868937
Taruna-301,2.1033634423372156,2.063172289651284,3.605171359159626,2.866944465511269
Taruna-302,3.0627092631362958,3.8724244924873794,3.1440972867386017,3.994364707805901
Taruna-303,3.081270243220213,2.103942567302945,3.0253354519128326,3.1181185698932046
Taruna-304,3.274859802996413,3.082592670602141,2.5869776464162433,2.6423243052719068
Taruna-305,3.452182667445323,3.418121038901833,3.863507438865633,2.4402226518095063
Taruna-306,3.951704158925069,3.741938247492171,2.794030082474383,2.701041068572324
Taruna-307,3.0326006966023904,3.4281738642648554,2.174185533591543,2.7450665475191016
Taruna-308,2.645912945882492,3.6034561661395834,3.2341330322356026,2.137427355447922
Taruna-309,3.590372389537407,2.678900385085612,2.227676786953203,2.7391483988535463
Taruna-310,2.5416645025241484,3.6296502274930242,2.690446285603384,2.92847703947845
Taruna-311,2.877942841411272,2.1602296927693505,3.0148238774356177,3.445475504477609
Taruna-312,2.1569127626845317,3.7896333121210555,3.7484450493703516,3.313458969443216
Taruna-313,2.0507014868309152,3.0951847523074725,2.9870931606802373,3.4175313104583083
Taruna-314,3.92529682935585,3.6345955399249874,3.4045175320633287,2.016727363753714
Taruna-315,3.6719602410244114,2.9046365690366,3.9856336779981407,2.435334799161072
Taruna-316,3.391948412187396,3.2871553903930497,2.262978239795963,3.323368576799713
Taruna-317,2.8179058888285398,3.0528053218722264,2.549463051039039,2.9679787363594943
Taruna-318,2.3465886401416913,3.4631790435106637,2.789152151195293,2.010626951336692
Taruna-319,2.3128740853421723,2.1632599640611794,2.8436563570776627,3.608989284863645
Taruna-320,2.5004857963291904,2.1207041679811276,2.8220421505310913,3.545619146580675
Taruna-321,3.0984533294122407,2.494206468020293,3.81522200511311,3.0968383259871253
Taruna-322,3.4291918454001244,2.3190893602263767,3.4280652889337127,2.1329266515525442
Taruna-323,3.3203947534354628,3.7435671331844036,3.2158104281814075,3.5330300990651695
Taruna-324,2.5598677938918857,2.4384279747160886,2.618745435725564,3.167427175462728
Taruna-325,3.909730561326388,3.951730511638263,3.647580768442589,3.563919954315918
Taruna-326,3.475793833391537,2.6737915835422137,3.910121022969978,3.503493984791681
Taruna-327,3.108708105022801,2.364235831377399,3.6423965651004533,3.6060041439156745
Taruna-328,3.2234414924687043,3.5793970142849583,2.003130210382946,3.03601613280925
Taruna-329,2.83920012485558,3.3174155510017522,3.272802740366814,2.2806490363870298
Taruna-330,2.495461979002315,2.996391432906278,2.1022707628842014,3.3423149467593776
Taruna-331,2.711945357302523,3.1107271018752627,2.5152144406674437,3.240947570103941
Taruna-332,3.515692220928738,3.438403556544528,2.1190494006955434,3.4845063743981743
Taruna-333,2.0287869772595117,2.4569094826625975,3.2075909058987753,2.3397620121014704
Taruna-334,2.2321452810138327,3.992667832113484,3.3731798269852136,2.389950399800578
Taruna-335,2.0920052840435055,3.9495863242935663,2.22897527613181,3.780819034438657
Taruna-336,2.08145760463794,3.3006513726938738,2.767677766089959,3.4999555969041416
Taruna-337,3.7109211680220144,2.3990849018582905,2.912473017911084,3.816456977400646
Taruna-338,3.4073157187600476,3.3604564848625826,2.7381060435218334,3.5174306423278416
Taruna-339,2.9483476581746504,2.1443968179583517,2.2420500009703863,3.1943106119806037
